"","date","identifier","publisher","title"
"2984","1938-1939","https://gallica.bnf.fr/ark:/12148/cb32775754c/date","Perpignan","Le Flambeau du Midi "
"2985","1934-1938","https://gallica.bnf.fr/ark:/12148/cb327784470/date","Angers","Fraternité "
"2986","1888-19..","https://gallica.bnf.fr/ark:/12148/cb327660116/date","Paris","L'Électrothérapie  "
"2987","1923-1923","https://gallica.bnf.fr/ark:/12148/cb32778139j/date","Paris","Supplément spécial au Bulletin officiel du Comité "
"2988","1900-1901","https://gallica.bnf.fr/ark:/12148/cb32779533t/date","Denain","Le Galibot "
"2989","1910-1914","https://gallica.bnf.fr/ark:/12148/cb32778245r/date","Paris","La Franche Comté à Paris "
"2990","1942-194.","https://gallica.bnf.fr/ark:/12148/cb327785029/date","","Fraternité "
"2991","1765-1772","https://gallica.bnf.fr/ark:/12148/cb327681291/date","Paris, Paris, Paris","Éphémérides du citoyen"
"2992","1889-1889","https://gallica.bnf.fr/ark:/12148/cb327783002/date","Marseille","Le Franco algérien "
"2993","1912-19..","https://gallica.bnf.fr/ark:/12148/cb32775225d/date","Paris","Le Figuier "
"2994","1939-1939","https://gallica.bnf.fr/ark:/12148/cb327690724/date","Paris","Espoirs "
"2995","1920-1922","https://gallica.bnf.fr/ark:/12148/cb32769287q/date","Paris","L'Essor "
"2996","1894-1895","https://gallica.bnf.fr/ark:/12148/cb327775638/date","Montpellier","La France d'Oc "
"2997","1921-1932","https://gallica.bnf.fr/ark:/12148/cb32777676w/date","Paris","France et monde"
"2998","1910-1911","https://gallica.bnf.fr/ark:/12148/cb32777562x/date","Paris, Paris","France d'hier et France de demain "
"2999","1920-1926","https://gallica.bnf.fr/ark:/12148/cb32778016m/date","Orléans, Paris","La France mutilée "
"3000","1891-1892","https://gallica.bnf.fr/ark:/12148/cb32778217h/date","Lyon","La France vélocipédique illustrée "
"3001","1931-1936","https://gallica.bnf.fr/ark:/12148/cb327780603/date","Paris","France Outremer "
"3002","1932","https://gallica.bnf.fr/ark:/12148/cb32778101v/date","Paris","La France radicale "
"3003","1883-1883","https://gallica.bnf.fr/ark:/12148/cb32777952q/date","Marseille","La France maritime "
"3004","1889-1904","https://gallica.bnf.fr/ark:/12148/cb32778011w/date","Paris","La France musicale "
"3005","1894-189.","https://gallica.bnf.fr/ark:/12148/cb32771321b/date","Paris","The European times "
"3006","1892-1957","https://gallica.bnf.fr/ark:/12148/cb344376179/date","Paris","Revue universitaire "
"3007","1925-19..","https://gallica.bnf.fr/ark:/12148/cb327789779/date","Paris","Le Front républicain "
"3008","1878-18..","https://gallica.bnf.fr/ark:/12148/cb32774938f/date","Montpellier","Les Feuilletons populaires du dimanche"
"3009","1904-1905","https://gallica.bnf.fr/ark:/12148/cb327788740/date","Ajaccio","La Fronde ajaccienne "
"3010","1913-1914","https://gallica.bnf.fr/ark:/12148/cb32779440t/date","Paris","Le Gay sçavoir "
"3011","1922-1922","https://gallica.bnf.fr/ark:/12148/cb32770957r/date","Paris","Études sociales et notes financières dans les ruines "
"3012","1918-1940","https://gallica.bnf.fr/ark:/12148/cb32771271m/date","Paris","L'Europe nouvelle "
"3013","1898-1898","https://gallica.bnf.fr/ark:/12148/cb327771081/date","Tourcoing","Le Franc parleur "
"3014","1941-194.","https://gallica.bnf.fr/ark:/12148/cb327782928/date","Les Noës","La Francisque "
"3015","1832-1843","https://gallica.bnf.fr/ark:/12148/cb32777921f/date","Paris","La France littéraire "
"3016","1946-1948","https://gallica.bnf.fr/ark:/12148/cb32777545b/date","Paris","France Croix Rouge "
"3017","1919-1967","https://gallica.bnf.fr/ark:/12148/cb32779628h/date","Grenoble, Lyon","Ganterie "
"3018","1830-1831","https://gallica.bnf.fr/ark:/12148/cb32779843z/date","Paris, Paris","Le Gastronome "
"3019","1930-1932","https://gallica.bnf.fr/ark:/12148/cb327798627/date","Paris","La Gauche "
"3020","1866-1869","https://gallica.bnf.fr/ark:/12148/cb32779902n/date","Bordeaux","Le Gaulois"
"3021","1868-1929","https://gallica.bnf.fr/ark:/12148/cb32779904b/date","Paris","Le Gaulois "
"3022","1878-1899","https://gallica.bnf.fr/ark:/12148/cb327779234/date","Paris","La France littéraire "
"3023","1824-1830","https://gallica.bnf.fr/ark:/12148/cb34454992k/date","Paris, Paris, Paris","Annales universelles de la législation et de la jurisprudence commerciales "
"3024","1842-1842","https://gallica.bnf.fr/ark:/12148/cb32778905f/date","Paris","Le Frondeur industriel"
"3025","1935-1938","https://gallica.bnf.fr/ark:/12148/cb32778990h/date","Paris","Le Front "
"3026","1886-1888","https://gallica.bnf.fr/ark:/12148/cb32779442h/date","Nantes, Nantes","Le Gai savoir "
"3027","1875-1889","https://gallica.bnf.fr/ark:/12148/cb32780075d/date","Paris, Paris","Gazette archéologique "
"3028","1882-1886","https://gallica.bnf.fr/ark:/12148/cb327801839/date","Aulus","Gazette d'Aulus "
"3029","1886-1887","https://gallica.bnf.fr/ark:/12148/cb327804714/date","Granville","Gazette de la plage normande "
"3030","1917-1917","https://gallica.bnf.fr/ark:/12148/cb32780494s/date","Paris","La Gazette de Lemar"
"3031","1896-1896","https://gallica.bnf.fr/ark:/12148/cb32778415c/date","Paris","Le Fraternel "
"3032","1887-1904","https://gallica.bnf.fr/ark:/12148/cb327809480/date","Bordeaux","Gazette des successions "
"3033","1827-1830","https://gallica.bnf.fr/ark:/12148/cb32780972v/date","Paris","Gazette des tribunaux de commerce "
"3034","1837-1837","https://gallica.bnf.fr/ark:/12148/cb327809736/date","Bordeaux","Gazette des tribunaux de la Gironde  "
"3035","1880-18..","https://gallica.bnf.fr/ark:/12148/cb32781324k/date","Paris","La Gazette lyrique "
"3036","1899-1899","https://gallica.bnf.fr/ark:/12148/cb327814941/date","Marseille","Gazette régionale des travaux publics "
"3037","1907-1924","https://gallica.bnf.fr/ark:/12148/cb327815542/date","Paris","La Gazette universelle "
"3038","1912-1913","https://gallica.bnf.fr/ark:/12148/cb327821933/date","Carpentras","Germinal "
"3039","1937-1939","https://gallica.bnf.fr/ark:/12148/cb327825638/date","Parigi","La Giovine Italia "
"3040","1931-1939","https://gallica.bnf.fr/ark:/12148/cb32783693q/date","Paris","La Grande réforme "
"3041","1916-1924","https://gallica.bnf.fr/ark:/12148/cb32784054d/date","Paris","La Grimace "
"3042","1839-1849","https://gallica.bnf.fr/ark:/12148/cb327843876/date","Paris","Les Guêpes "
"3043","1919-1936","https://gallica.bnf.fr/ark:/12148/cb32785285g/date","Paris","Guignol "
"3044","1900-19..","https://gallica.bnf.fr/ark:/12148/cb32786402r/date","Paris","Heraldo de Paris "
"3045","1940-1944","https://gallica.bnf.fr/ark:/12148/cb32786549p/date","Rennes","L'Heure bretonne "
"3046","1919-1929","https://gallica.bnf.fr/ark:/12148/cb327865517/date","Paris","L'Heure de la femme "
"3047","1908-1940","https://gallica.bnf.fr/ark:/12148/cb32787229g/date","Paris","Les Hommes du jour "
"3048","1927-1939","https://gallica.bnf.fr/ark:/12148/cb32787256c/date","Paris","L'Homoeopathie familiale "
"3049","1917-1920","https://gallica.bnf.fr/ark:/12148/cb32787575g/date","Paris",""
"3050","1901-1901","https://gallica.bnf.fr/ark:/12148/cb327882469/date","Toulouse","L'Idée nouvelle "
"3051","1928-1939","https://gallica.bnf.fr/ark:/12148/cb32788644q/date","Béziers","L'Illustrea "
"3052","1932-19..","https://gallica.bnf.fr/ark:/12148/cb327887429/date","Paris","L'Image "
"3053","1898-1910","https://gallica.bnf.fr/ark:/12148/cb32788930v/date","Nancy","L'Impartial de l'Est"
"3054","1893-1894","https://gallica.bnf.fr/ark:/12148/cb327887591/date","Paris, Paris","L'Imagerie d'art "
"3055","1882-1888","https://gallica.bnf.fr/ark:/12148/cb327889587/date","Rethel","L'Impartial de Rethel "
"3056","1901-1902","https://gallica.bnf.fr/ark:/12148/cb32789403t/date","Saint Gaudens","L'Indépendant "
"3057","1901-1910","https://gallica.bnf.fr/ark:/12148/cb327894808/date","Biarritz","L'Indépendant biarrot "
"3058","1883-1883","https://gallica.bnf.fr/ark:/12148/cb32789504f/date","Aulus","L'Indépendant d'Aulus "
"3059","1891-1892","https://gallica.bnf.fr/ark:/12148/cb32789528f/date","Boussac","L'Indépendant de Boussac "
"3060","1899-1908","https://gallica.bnf.fr/ark:/12148/cb32789531b/date","Alençon","L'Indépendant de Briouze"
"3061","183.-186.","https://gallica.bnf.fr/ark:/12148/cb32790511r/date","Paris","L'Indicateur des mariages "
"3062","1878-1879","https://gallica.bnf.fr/ark:/12148/cb32790600c/date","Paris","L'Indicateur du notariat"
"3063","1852-1979","https://gallica.bnf.fr/ark:/12148/cb32790730k/date","Marseille, Marseille, Marseille","Indicateur marseillais "
"3064","1928-1935","https://gallica.bnf.fr/ark:/12148/cb327909695/date","Paris","L'Indochine "
"3065","1924-1927","https://gallica.bnf.fr/ark:/12148/cb32859432z/date","Paris","La Revue économique d'Extrême Orient "
"3066","1921-1944","https://gallica.bnf.fr/ark:/12148/cb32791928t/date","Paris","L'Information universitaire "
"3067","1919-1939","https://gallica.bnf.fr/ark:/12148/cb32792284m/date","Paris","L'Ingénieur chimiste "
"3068","1893-1906","https://gallica.bnf.fr/ark:/12148/cb327933159/date","Paris","L'Intermédiaire de la timbrologie "
"3069","1942-1944","https://gallica.bnf.fr/ark:/12148/cb32794607r/date","S.l, Paris","J'accuse "
"3070","1877-1878","https://gallica.bnf.fr/ark:/12148/cb327943057/date","Parigi","L'Italiano a Parigi "
"3071","1923-193.","https://gallica.bnf.fr/ark:/12148/cb327954737/date","Paris","Le Javelot "
"3072","1862-1863","https://gallica.bnf.fr/ark:/12148/cb32795571t/date","Paris","Jean Diable"
"3073","1901-1914","https://gallica.bnf.fr/ark:/12148/cb32795595t/date","Paris","Jean qui rit "
"3074","1874-190.","https://gallica.bnf.fr/ark:/12148/cb327958600/date","Lyon, Paris","La Jeune mère ou L'éducation du premier âge "
"3075","1910-1914","https://gallica.bnf.fr/ark:/12148/cb327959879/date","Paris","La Jeune Turquie "
"3076","1935-1944","https://gallica.bnf.fr/ark:/12148/cb32796077r/date","Paris, Lyon, Issoundun","Les Jeunes équipes "
"3077","1925-1940","https://gallica.bnf.fr/ark:/12148/cb32796151b/date","Paris","Jeunesse "
"3078","1936-1939","https://gallica.bnf.fr/ark:/12148/cb32796311n/date","Paris","Jeunesse magazine "
"3079","1793-1794","https://gallica.bnf.fr/ark:/12148/cb327968053/date","A Paris","Journal d'agriculture et de prospérité publique"
"3080","1817-1868","https://gallica.bnf.fr/ark:/12148/cb32796809g/date","Bourg","Journal d'agriculture"
"3081","1912-1928","https://gallica.bnf.fr/ark:/12148/cb32796828r/date","Chambéry","Le Journal d'Aix les"
"3082","1853-1854","https://gallica.bnf.fr/ark:/12148/cb327968309/date","Aix les Bains","Journal d'Aix les"
"3083","1896-1914","https://gallica.bnf.fr/ark:/12148/cb327969448/date","Aulus les Bains","Le Journal d'Aulus "
"3084","1932-1942","https://gallica.bnf.fr/ark:/12148/cb327799379/date","Paris","Le Gaz chez soi "
"3085","1892-1892","https://gallica.bnf.fr/ark:/12148/cb32779944k/date","Marseille","Gaz grève "
"3086","1854-1865","https://gallica.bnf.fr/ark:/12148/cb32780067s/date","Paris","Gazette alimentaire "
"3087","1897-1914","https://gallica.bnf.fr/ark:/12148/cb32797009h/date","Hénin Liétard","Le Journal d'Hénin Liétard et du canton de Carvin "
"3088","1889-189.","https://gallica.bnf.fr/ark:/12148/cb32780406p/date","Paris","Gazette de la Basoche "
"3089","1882-1888","https://gallica.bnf.fr/ark:/12148/cb32797013r/date","Bordeaux","Journal d'histoire naturelle de Bordeaux et du Sud Ouest "
"3090","1896-1896","https://gallica.bnf.fr/ark:/12148/cb32797024d/date","Paris","Journal d'hygiène et de science du professeur Mingaud "
"3091","1893-1899","https://gallica.bnf.fr/ark:/12148/cb327973216/date","Paris","Journal de clinique et de thérapeutique infantiles"
"3092","1876-1939","https://gallica.bnf.fr/ark:/12148/cb327974266/date","Fourmies","Journal de Fourmies "
"3093","1631-1761","https://gallica.bnf.fr/ark:/12148/cb32780022t/date","Paris","Gazette "
"3094","1855-186.","https://gallica.bnf.fr/ark:/12148/cb32780379m/date","Paris","Gazette de l'industrie et du commerce"
"3095","1835-1837","https://gallica.bnf.fr/ark:/12148/cb32780930x/date","Paris","Gazette des salons "
"3096","1882-1882","https://gallica.bnf.fr/ark:/12148/cb32781102q/date","Bordeaux","La Gazette du mariage "
"3097","1829-1831","https://gallica.bnf.fr/ark:/12148/cb32781310w/date","Paris, maison Sautelet et Comp., Paris","Gazette littéraire "
"3098","1896-189.","https://gallica.bnf.fr/ark:/12148/cb32779912z/date","Paris, Paris","La Gauloiserie "
"3099","1893-1893","https://gallica.bnf.fr/ark:/12148/cb327817658/date","Paris","Le Gendarme républicain "
"3100","1885-1891","https://gallica.bnf.fr/ark:/12148/cb32780085q/date","Nantes","Gazette artistique de Nantes "
"3101","1934-195.","https://gallica.bnf.fr/ark:/12148/cb32783166f/date","Orange, Valence","Gouttes de rosée "
"3102","1887-1939","https://gallica.bnf.fr/ark:/12148/cb32782585k/date","Bordeaux","La Gironde vinicole "
"3103","1915-1918","https://gallica.bnf.fr/ark:/12148/cb32781243k/date","Paris","Gazette Godefroy Freynet"
