"","X","date","nb_temp","base_temp","ratio_temp","hovers"
"1321",1321,1321,0,0,NA,"1321: N = 0"
"1322",1322,1322,0,0,NA,"1322: N = 0"
"1323",1323,1323,0,0,NA,"1323: N = 0"
"1324",1324,1324,0,0,NA,"1324: N = 0"
"1325",1325,1325,0,0,NA,"1325: N = 0"
"1326",1326,1326,0,1,0,"1326: N = 1"
"1327",1327,1327,0,0,NA,"1327: N = 0"
"1328",1328,1328,0,0,NA,"1328: N = 0"
"1329",1329,1329,0,1,0,"1329: N = 1"
"1330",1330,1330,0,0,NA,"1330: N = 0"
"1331",1331,1331,0,0,NA,"1331: N = 0"
"1332",1332,1332,0,1,0,"1332: N = 1"
"1333",1333,1333,0,0,NA,"1333: N = 0"
"1334",1334,1334,0,1,0,"1334: N = 1"
"1335",1335,1335,0,2,0,"1335: N = 2"
"1336",1336,1336,0,2,0,"1336: N = 2"
"1337",1337,1337,0,0,NA,"1337: N = 0"
"1338",1338,1338,0,0,NA,"1338: N = 0"
"1339",1339,1339,0,1,0,"1339: N = 1"
"1340",1340,1340,0,0,NA,"1340: N = 0"
"1341",1341,1341,0,2,0,"1341: N = 2"
"1342",1342,1342,0,0,NA,"1342: N = 0"
"1343",1343,1343,0,0,NA,"1343: N = 0"
"1344",1344,1344,0,0,NA,"1344: N = 0"
"1345",1345,1345,0,2,0,"1345: N = 2"
"1346",1346,1346,0,1,0,"1346: N = 1"
"1347",1347,1347,0,1,0,"1347: N = 1"
"1348",1348,1348,0,1,0,"1348: N = 1"
"1349",1349,1349,0,1,0,"1349: N = 1"
"1350",1350,1350,0,0,NA,"1350: N = 0"
"1351",1351,1351,0,1,0,"1351: N = 1"
"1352",1352,1352,0,0,NA,"1352: N = 0"
"1353",1353,1353,0,0,NA,"1353: N = 0"
"1354",1354,1354,0,1,0,"1354: N = 1"
"1355",1355,1355,0,0,NA,"1355: N = 0"
"1356",1356,1356,0,1,0,"1356: N = 1"
"1357",1357,1357,0,0,NA,"1357: N = 0"
"1358",1358,1358,0,1,0,"1358: N = 1"
"1359",1359,1359,0,0,NA,"1359: N = 0"
"1360",1360,1360,0,0,NA,"1360: N = 0"
"1361",1361,1361,0,0,NA,"1361: N = 0"
"1362",1362,1362,0,2,0,"1362: N = 2"
"1363",1363,1363,0,1,0,"1363: N = 1"
"1364",1364,1364,0,1,0,"1364: N = 1"
"1365",1365,1365,0,0,NA,"1365: N = 0"
"1366",1366,1366,0,0,NA,"1366: N = 0"
"1367",1367,1367,0,1,0,"1367: N = 1"
"1368",1368,1368,0,4,0,"1368: N = 4"
"1369",1369,1369,0,0,NA,"1369: N = 0"
"1370",1370,1370,0,0,NA,"1370: N = 0"
"1371",1371,1371,0,0,NA,"1371: N = 0"
"1372",1372,1372,0,0,NA,"1372: N = 0"
"1373",1373,1373,0,0,NA,"1373: N = 0"
"1374",1374,1374,0,0,NA,"1374: N = 0"
"1375",1375,1375,0,0,NA,"1375: N = 0"
"1376",1376,1376,0,0,NA,"1376: N = 0"
"1377",1377,1377,0,3,0,"1377: N = 3"
"1378",1378,1378,0,0,NA,"1378: N = 0"
"1379",1379,1379,0,0,NA,"1379: N = 0"
"1380",1380,1380,0,1,0,"1380: N = 1"
"1381",1381,1381,0,0,NA,"1381: N = 0"
"1382",1382,1382,0,0,NA,"1382: N = 0"
"1383",1383,1383,0,1,0,"1383: N = 1"
"1384",1384,1384,0,0,NA,"1384: N = 0"
"1385",1385,1385,0,0,NA,"1385: N = 0"
"1386",1386,1386,0,0,NA,"1386: N = 0"
"1387",1387,1387,0,0,NA,"1387: N = 0"
"1388",1388,1388,0,1,0,"1388: N = 1"
"1389",1389,1389,0,0,NA,"1389: N = 0"
"1390",1390,1390,0,0,NA,"1390: N = 0"
"1391",1391,1391,0,0,NA,"1391: N = 0"
"1392",1392,1392,0,0,NA,"1392: N = 0"
"1393",1393,1393,0,0,NA,"1393: N = 0"
"1394",1394,1394,0,0,NA,"1394: N = 0"
"1395",1395,1395,0,0,NA,"1395: N = 0"
"1396",1396,1396,0,0,NA,"1396: N = 0"
"1397",1397,1397,0,2,0,"1397: N = 2"
"1398",1398,1398,0,0,NA,"1398: N = 0"
"1399",1399,1399,0,1,0,"1399: N = 1"
"1400",1400,1400,0,51,0,"1400: N = 51"
"1401",1401,1401,0,2,0,"1401: N = 2"
"1402",1402,1402,0,0,NA,"1402: N = 0"
"1403",1403,1403,0,0,NA,"1403: N = 0"
"1404",1404,1404,0,0,NA,"1404: N = 0"
"1405",1405,1405,0,0,NA,"1405: N = 0"
"1406",1406,1406,0,0,NA,"1406: N = 0"
"1407",1407,1407,0,0,NA,"1407: N = 0"
"1408",1408,1408,0,0,NA,"1408: N = 0"
"1409",1409,1409,0,1,0,"1409: N = 1"
"1410",1410,1410,0,0,NA,"1410: N = 0"
"1411",1411,1411,0,0,NA,"1411: N = 0"
"1412",1412,1412,0,1,0,"1412: N = 1"
"1413",1413,1413,0,1,0,"1413: N = 1"
"1414",1414,1414,0,0,NA,"1414: N = 0"
"1415",1415,1415,0,0,NA,"1415: N = 0"
"1416",1416,1416,0,0,NA,"1416: N = 0"
"1417",1417,1417,0,0,NA,"1417: N = 0"
"1418",1418,1418,0,0,NA,"1418: N = 0"
"1419",1419,1419,0,0,NA,"1419: N = 0"
"1420",1420,1420,0,0,NA,"1420: N = 0"
"1421",1421,1421,0,0,NA,"1421: N = 0"
"1422",1422,1422,0,0,NA,"1422: N = 0"
"1423",1423,1423,0,0,NA,"1423: N = 0"
"1424",1424,1424,0,1,0,"1424: N = 1"
"1425",1425,1425,0,0,NA,"1425: N = 0"
"1426",1426,1426,0,1,0,"1426: N = 1"
"1427",1427,1427,0,1,0,"1427: N = 1"
"1428",1428,1428,0,0,NA,"1428: N = 0"
"1429",1429,1429,0,0,NA,"1429: N = 0"
"1430",1430,1430,0,0,NA,"1430: N = 0"
"1431",1431,1431,0,0,NA,"1431: N = 0"
"1432",1432,1432,0,1,0,"1432: N = 1"
"1433",1433,1433,0,0,NA,"1433: N = 0"
"1434",1434,1434,0,0,NA,"1434: N = 0"
"1435",1435,1435,0,0,NA,"1435: N = 0"
"1436",1436,1436,0,1,0,"1436: N = 1"
"1437",1437,1437,0,0,NA,"1437: N = 0"
"1438",1438,1438,0,3,0,"1438: N = 3"
"1439",1439,1439,0,0,NA,"1439: N = 0"
"1440",1440,1440,0,0,NA,"1440: N = 0"
"1441",1441,1441,0,0,NA,"1441: N = 0"
"1442",1442,1442,0,0,NA,"1442: N = 0"
"1443",1443,1443,0,0,NA,"1443: N = 0"
"1444",1444,1444,0,0,NA,"1444: N = 0"
"1445",1445,1445,0,0,NA,"1445: N = 0"
"1446",1446,1446,0,0,NA,"1446: N = 0"
"1447",1447,1447,0,2,0,"1447: N = 2"
"1448",1448,1448,0,0,NA,"1448: N = 0"
"1449",1449,1449,0,0,NA,"1449: N = 0"
"1450",1450,1450,0,2,0,"1450: N = 2"
"1451",1451,1451,0,1,0,"1451: N = 1"
"1452",1452,1452,0,0,NA,"1452: N = 0"
"1453",1453,1453,0,0,NA,"1453: N = 0"
"1454",1454,1454,0,2,0,"1454: N = 2"
"1455",1455,1455,0,8,0,"1455: N = 8"
"1456",1456,1456,0,1,0,"1456: N = 1"
"1457",1457,1457,0,1,0,"1457: N = 1"
"1458",1458,1458,0,0,NA,"1458: N = 0"
"1459",1459,1459,0,2,0,"1459: N = 2"
"1460",1460,1460,0,15,0,"1460: N = 15"
"1461",1461,1461,0,0,NA,"1461: N = 0"
"1462",1462,1462,0,16,0,"1462: N = 16"
"1463",1463,1463,0,5,0,"1463: N = 5"
"1464",1464,1464,0,2,0,"1464: N = 2"
"1465",1465,1465,0,10,0,"1465: N = 10"
"1466",1466,1466,0,6,0,"1466: N = 6"
"1467",1467,1467,0,6,0,"1467: N = 6"
"1468",1468,1468,0,10,0,"1468: N = 10"
"1469",1469,1469,0,19,0,"1469: N = 19"
"1470",1470,1470,0,53,0,"1470: N = 53"
"1471",1471,1471,0,48,0,"1471: N = 48"
"1472",1472,1472,0,54,0,"1472: N = 54"
"1473",1473,1473,0,65,0,"1473: N = 65"
"1474",1474,1474,0,82,0,"1474: N = 82"
"1475",1475,1475,0,102,0,"1475: N = 102"
"1476",1476,1476,0,90,0,"1476: N = 90"
"1477",1477,1477,0,84,0,"1477: N = 84"
"1478",1478,1478,0,80,0,"1478: N = 80"
"1479",1479,1479,0,63,0,"1479: N = 63"
"1480",1480,1480,0,109,0,"1480: N = 109"
"1481",1481,1481,0,80,0,"1481: N = 80"
"1482",1482,1482,0,82,0,"1482: N = 82"
"1483",1483,1483,0,100,0,"1483: N = 100"
"1484",1484,1484,0,68,0,"1484: N = 68"
"1485",1485,1485,0,118,0,"1485: N = 118"
"1486",1486,1486,0,112,0,"1486: N = 112"
"1487",1487,1487,0,98,0,"1487: N = 98"
"1488",1488,1488,0,129,0,"1488: N = 129"
"1489",1489,1489,0,119,0,"1489: N = 119"
"1490",1490,1490,0,183,0,"1490: N = 183"
"1491",1491,1491,0,110,0,"1491: N = 110"
"1492",1492,1492,0,161,0,"1492: N = 161"
"1493",1493,1493,0,197,0,"1493: N = 197"
"1494",1494,1494,0,149,0,"1494: N = 149"
"1495",1495,1495,0,181,0,"1495: N = 181"
"1496",1496,1496,0,153,0,"1496: N = 153"
"1497",1497,1497,0,192,0,"1497: N = 192"
"1498",1498,1498,0,208,0,"1498: N = 208"
"1499",1499,1499,0,200,0,"1499: N = 200"
"1500",1500,1500,0,450,0,"1500: N = 450"
"1501",1501,1501,0,97,0,"1501: N = 97"
"1502",1502,1502,0,59,0,"1502: N = 59"
"1503",1503,1503,0,73,0,"1503: N = 73"
"1504",1504,1504,0,64,0,"1504: N = 64"
"1505",1505,1505,0,96,0,"1505: N = 96"
"1506",1506,1506,0,65,0,"1506: N = 65"
"1507",1507,1507,0,67,0,"1507: N = 67"
"1508",1508,1508,0,78,0,"1508: N = 78"
"1509",1509,1509,0,80,0,"1509: N = 80"
"1510",1510,1510,0,78,0,"1510: N = 78"
"1511",1511,1511,0,86,0,"1511: N = 86"
"1512",1512,1512,0,122,0,"1512: N = 122"
"1513",1513,1513,0,83,0,"1513: N = 83"
"1514",1514,1514,0,107,0,"1514: N = 107"
"1515",1515,1515,0,110,0,"1515: N = 110"
"1516",1516,1516,0,102,0,"1516: N = 102"
"1517",1517,1517,0,96,0,"1517: N = 96"
"1518",1518,1518,0,139,0,"1518: N = 139"
"1519",1519,1519,0,130,0,"1519: N = 130"
"1520",1520,1520,0,163,0,"1520: N = 163"
"1521",1521,1521,0,143,0,"1521: N = 143"
"1522",1522,1522,0,113,0,"1522: N = 113"
"1523",1523,1523,0,121,0,"1523: N = 121"
"1524",1524,1524,0,94,0,"1524: N = 94"
"1525",1525,1525,0,140,0,"1525: N = 140"
